"","City","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender","income","Gini","n.M.police","n.F.police","n.U.police","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police"
"21","albuquerque",2012-06-08,"N","Y","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",6,6,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,3,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"22","albuquerque",NA,"N","N","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"23","albuquerque",NA,"F","Y","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"24","albuquerque",NA,"F","Y","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"25","albuquerque",2015-09-01,"N","Y","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",9,3,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,4,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"26","albuquerque",NA,"F","N","L","M","U",NA,"1",2,"W;W","M;M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,1,1,0,"w","M",20025,0.464,2,0,0,2,0,0,0,0
"27","albuquerque",NA,"F","N","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"28","albuquerque",NA,"F","N","W","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"29","albuquerque",NA,"F","N","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"30","albuquerque",2013-08-12,"F","N","W","M","U",NA,"1",1,"L","M","Albuquerque Police Department",8,2,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,4,0,0,1,0,"h","M",20025,0.464,1,0,0,0,0,0,1,0
"31","albuquerque",2011-12-04,"F","Y","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",12,1,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,2,1,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"32","albuquerque",NA,"F","Y","U","M","U",NA,"1",3,"W;L;W","M;M;M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,1,1,0,"w","M",20025,0.464,3,0,0,2,0,0,1,0
"33","albuquerque",NA,"F","N","W","M","U",NA,"1",1,"L","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"h","M",20025,0.464,1,0,0,0,0,0,1,0
"34","albuquerque",NA,"F","N","W","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"35","albuquerque",NA,"N","Y","L","M","U",NA,"1",1,"L","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"h","M",20025,0.464,1,0,0,0,0,0,1,0
"36","albuquerque",2013-03-09,"N","Y","U","U","U",NA,"1",1,"W","M","Albuquerque Police Department",3,7,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,2,1,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"37","albuquerque",NA,"F","N","W","M","U",NA,"1",2,"L;U","M;M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,1,1,0,"h","M",20025,0.464,2,0,1,0,0,0,1,0
"38","albuquerque",NA,"N","N","L","M","U",NA,"1",1,"L","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"h","M",20025,0.464,1,0,0,0,0,0,1,0
"39","albuquerque",2013-05-03,"F","Y","W","M","U",NA,"1",3,"L;W;W","M;M;M","Albuquerque Police Department",5,6,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,3,0,1,1,0,"w","M",20025,0.464,3,0,0,2,0,0,1,0
"40","albuquerque",NA,"N","U","L","M","U",NA,"1",10,"W;W;L;W;L;L;W;B;U;L","F;M;M;M;M;M;M;M;M;M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,1,1,0,"h","M",20025,0.464,9,1,1,4,1,0,4,0
"41","albuquerque",2011-07-09,"N","Y","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",7,7,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,3,1,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"42","albuquerque",2011-10-05,"F","Y","L","M","U",NA,"1",1,"W","M","Albuquerque Police Department",10,4,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,1,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"43","albuquerque",NA,"N","N","U","U","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"44","albuquerque",NA,"F","N","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"45","albuquerque",NA,"F","Y","W","M","U",NA,"1",2,"W;L","M;M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,1,1,0,"h","M",20025,0.464,2,0,0,1,0,0,1,0
"46","albuquerque",NA,"F","Y","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",0,0,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,0,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"47","albuquerque",2010-10-11,"N","Y","U","M","U",NA,"1",1,"W","M","Albuquerque Police Department",10,2,32,"newmexico",559277,545852,246,1882,48742,2972,11472,"35.1056°N 106.6474°W",2,"neither",0,0,1,0,0,1,0,"w","M",20025,0.464,1,0,0,1,0,0,0,0
"48","atlanta",NA,"U","U","U","U","U",NA,"1",1,"U","U","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,0,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"49","atlanta",NA,"F","Y","U","U","U",NA,"1",2,"U","U","Atlanta Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,1,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"50","atlanta",NA,"N","U","B","M","35.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",35,2,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"51","atlanta",2016-02-05,"N","U","B","M","24.0",NA,"1",1,"B","M","DeKalb County Police Department",2,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",24,2,2,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"52","atlanta",2011-10-01,"N","U","B","M","25.0",NA,"1",2,"B;B","M;M","DeKalb County Police Department",10,7,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",25,2,1,1,1,1,0,"b","M",25288,0.468,2,0,0,0,2,0,0,0
"53","atlanta",2015-12-08,"N","Y","U","U","U",NA,"4.0",1,"U","U","Atlanta Police Department",12,3,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,2,0,0,4,1,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"54","atlanta",2016-09-01,"U","U","U","U","U",NA,"1",1,"U","U","DeKalb County Police Department",9,5,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,4,0,0,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"55","atlanta",NA,"N","Y","U","U","U",NA,"2.0",1,"U","U","Atlanta Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,0,2,1,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"56","atlanta",2014-10-01,"N","U","B","M","24.0",NA,"1",1,"B","F","DeKalb County Police Department",10,4,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",24,2,1,0,0,1,0,"b","F",25288,0.468,0,1,0,0,1,0,0,0
"57","atlanta",2010-08-02,"F","U","B","M","24.0",NA,"1",11,"U;B;U;U;U;U;U;U;U;U;B","U;M;U;U;U;U;U;U;U;U;M","DeKalb County Police Department",8,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",24,2,4,0,1,1,0,"u","U",25288,0.468,2,0,9,0,2,0,0,0
"58","atlanta",2014-12-12,"N","U","B","U","U",NA,"1",3,"B;B;L","M;M;M","DeKalb County Police Department",12,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,2,0,1,1,0,"b","M",25288,0.468,3,0,0,0,2,0,1,0
"59","atlanta",2013-12-05,"N","U","B","M","23.0",NA,"1",1,"W","M","DeKalb County Police Department",12,5,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",23,2,2,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"60","atlanta",2015-08-07,"N","U","B","M","U",NA,"1",1,"W","M","DeKalb County Police Department",8,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,4,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"61","atlanta",2010-07-01,"N","U","B","M","24.0",NA,"1",1,"W","M","DeKalb County Police Department",7,5,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",24,2,3,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"62","atlanta",NA,"F","U","B","M","17.0",NA,"1",2,"B;B","M;M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",17,1,0,0,1,1,0,"b","M",25288,0.468,2,0,0,0,2,0,0,0
"63","atlanta",NA,"N","U","B","M","43.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",43,3,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"64","atlanta",NA,"N","N","U","U","U",NA,"1",3,"U","U","Atlanta Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,1,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"65","atlanta",NA,"N","U","B","M","19.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",19,1,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"66","atlanta",2012-02-03,"N","U","B","M","46.0",NA,"1",3,"W;W;B","M;M;M","DeKalb County Police Department",2,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",46,3,2,0,1,1,0,"w","M",25288,0.468,3,0,0,2,1,0,0,0
"67","atlanta",2010-04-09,"N","U","B","U","U",NA,"1",2,"W;B","M;M","DeKalb County Police Department",4,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,2,0,1,1,0,"b","M",25288,0.468,2,0,0,1,1,0,0,0
"68","atlanta",NA,"N","U","B","M","21.0",NA,"1",2,"B;B","M;M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",21,2,0,0,1,1,0,"b","M",25288,0.468,2,0,0,0,2,0,0,0
"69","atlanta",2015-07-05,"N","N","U","U","U",NA,"1",1,"U","U","Atlanta Police Department",7,1,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,3,1,0,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"70","atlanta",NA,"N","U","B","U","U",NA,"1",1,"W","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"71","atlanta",2016-12-04,"U","U","U","U","U",NA,"1",1,"U","U","DeKalb County Police Department",12,1,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,2,1,0,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"72","atlanta",2016-05-02,"U","U","U","U","U",NA,"1",1,"U","U","DeKalb County Police Department",5,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,3,0,0,1,0,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"73","atlanta",NA,"N","U","B","M","16.0",NA,"1",1,"B","F","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",16,1,0,0,0,1,0,"b","F",25288,0.468,0,1,0,0,1,0,0,0
"74","atlanta",NA,"F","U","A","M","34.0",NA,"1",1,"W","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",34,2,0,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"75","atlanta",NA,"F","U","B","M","44.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",44,3,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"76","atlanta",NA,"N","U","B","M","34.0",NA,"1",1,"W","F","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",34,2,0,0,0,1,0,"w","F",25288,0.468,0,1,0,1,0,0,0,0
"77","atlanta",2011-08-04,"N","Y","U","U","U",NA,"14.0",3,"U","U","Atlanta Police Department",8,5,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,4,0,1,14,1,"u","U",25288,0.468,0,0,1,0,0,0,0,0
"78","atlanta",2015-09-03,"F","U","B","M","27.0",NA,"1",1,"W","M","DeKalb County Police Department",9,5,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",27,2,4,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"79","atlanta",2014-02-10,"F","U","B","M","19.0",NA,"1",1,"B","M","DeKalb County Police Department",2,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",19,1,2,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"80","atlanta",2014-06-02,"N","U","B","M","19.0",NA,"1",3,"B;B;B","F;M;M","DeKalb County Police Department",6,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",19,1,3,0,1,1,0,"b","M",25288,0.468,2,1,0,0,3,0,0,0
"81","atlanta",NA,"F","U","B","M","29.0",NA,"1",1,"W","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",29,2,0,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"82","atlanta",NA,"F","U","A","M","44.0",NA,"1",1,"B;W","M;M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",44,3,0,0,0,1,0,"b","M",25288,0.468,2,0,0,1,1,0,0,0
"83","atlanta",NA,"U","U","U","U","U",NA,"1",1,"W","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,0,1,0,"w","M",25288,0.468,1,0,0,1,0,0,0,0
"84","atlanta",NA,"F","U","B","M","51.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",51,3,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"85","atlanta",2012-11-02,"F","U","B","M","21.0",NA,"1",2,"B;W","M;M","DeKalb County Police Department",11,6,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",21,2,1,0,1,1,0,"b","M",25288,0.468,2,0,0,1,1,0,0,0
"86","atlanta",NA,"N","U","B","M","37.0",NA,"1",1,"B","M","DeKalb County Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",37,2,0,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"87","atlanta",2012-12-08,"F","U","B","M","52.0",NA,"1",2,"W;B","M;M","DeKalb County Police Department",12,7,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",52,3,2,1,1,1,0,"b","M",25288,0.468,2,0,0,1,1,0,0,0
"88","atlanta",2016-04-12,"N","U","B","M","54.0",NA,"1",1,"B","M","DeKalb County Police Department",4,3,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",54,3,2,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"89","atlanta",2015-12-07,"F","U","B","M","24.0",NA,"1",1,"B","M","DeKalb County Police Department",12,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",24,2,2,0,0,1,0,"b","M",25288,0.468,1,0,0,0,1,0,0,0
"90","atlanta",2010-07-03,"F","U","B","M","38.0",NA,"1",2,"W;B","M;M","DeKalb County Police Department",7,7,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",38,2,3,1,1,1,0,"b","M",25288,0.468,2,0,0,1,1,0,0,0
"91","atlanta",2014-03-03,"N","U","B","M","40.0",NA,"1",2,"B;B","M;M","DeKalb County Police Department",3,2,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",40,3,2,0,1,1,0,"b","M",25288,0.468,2,0,0,0,2,0,0,0
"92","atlanta",NA,"F","Y","U","U","U",NA,"5.0",2,"U","U","Atlanta Police Department",0,0,38,"georgia",472522,420003,1250,1335,34582,3539,13662,"33.7629°N 84.4227°W",2,"east",0,0,0,0,1,5,1,"u","U",25288,0.468,0,0,1,0,0,0,0,0
